0 0.00260925 0.00521851
0.1997 0.00311279 0.00471497
0.3984 0.00361633 0.00421143
0.5967 0.00411987 0.00370789
0.795 0.00421143 0.0032196
0.9928 0.0032196 0.00291443
1.191 0.00221252 0.00221252
1.3898 0.00170898 0.00291443
1.5898 0.00212097 0.0025177
1.7898 0.00302124 0.00241089
1.9895 0.00331116 0.00212097
2.1882 0.00421143 0.00151062
2.3855 0.00460815 0.00111389
2.582 0.00471497 0.00141907
2.7781 0.0038147 0.00341797
2.9741 0.00341797 0.00341797
3.1704 0.00311279 0.0038147
3.367 0.0018158 0.00392151
3.5647 0.000610352 0.00331116
3.7626 0.00170898 0.00350952
3.9602 0.00280762 0.00221252
4.1571 0.00341797 0.0012207
4.3541 0.0032196 0.00141907
4.5505 0.00280762 0.00170898
4.7468 0.0012207 0.00260925
4.9428 0.000320435 0.00271606
5.1398 0.000518799 0.00350952
5.3374 1.52588e-05 0.00291443
5.5356 0.00201416 0.00260925
5.7334 0.0032196 0.00201416
5.9315 0.00411987 0.00271606
6.1286 0.00370789 0.00370789
6.3253 0.00291443 0.00521851
6.521 0.00271606 0.00561523
6.7161 0.0012207 0.0058136
6.9104 0.000213623 0.00592041
7.105 0.00012207 0.00411987
7.2996 0.000213623 0.00350952
7.4952 0.000915527 0.00260925
7.6917 0.00260925 0.00231934
7.8891 0.00611877 0.00201416
8.0877 0.00691223 0.0025177
8.2871 0.00691223 0.00231934
8.486 0.00421143 0.00361633
8.685 0.00231934 0.00271606
8.8831 0.00102234 0.0018158
9.0805 0.0018158 0.0012207
9.2768 0.0012207 0.000610352
9.4732 0.00241089 0.0012207
9.6693 0.0038147 0.000717163
9.866 0.00431824 0.00131226
10.0632 0.0038147 0.00212097
10.2609 0.00271606 0.00421143
10.4593 0.00151062 0.00521851
10.6581 0.00141907 0.00561523
10.8567 0.0018158 0.00440979
11.0553 0.0038147 0.00341797
11.2534 0.00460815 0.00212097
11.4523 0.0045166 0.00170898
11.6512 0.00502014 0.00221252
11.85 0.00502014 0.00421143
12.0481 0.00541687 0.0045166
12.2463 0.00482178 0.00460815
12.4445 0.00502014 0.00440979
12.6426 0.00421143 0.00341797
12.8398 0.00392151 0.00361633
13.0367 0.00392151 0.00350952
13.2332 0.00471497 0.00302124
13.4307 0.0038147 0.00280762
13.6282 0.00341797 0.00271606
13.8262 0.00201416 0.0018158
14.0241 0.000320435 0.00241089
14.222 -0.000579834 0.00212097
14.4196 -0.000778198 0.00192261
14.6169 0.00111389 0.0018158
14.8136 0.00231934 0.00161743
15.01 0.00392151 0.00221252
15.2059 0.0038147 0.0012207
15.4023 0.0032196 0.00201416
15.5982 0.00260925 0.00192261
15.7946 0.00221252 0.00212097
15.9906 0.00161743 0.00192261
16.1869 0.00111389 0.00302124
16.3828 0.000808716 0.00221252
16.5781 0.000915527 0.00331116
16.7729 1.52588e-05 0.00311279
16.9665 0.000717163 0.00421143
17.1597 0.00131226 0.00411987
17.3533 0.00361633 0.00411987
17.547 0.00471497 0.00431824
17.7422 0.00491333 0.0038147
17.9379 0.00541687 0.00401306
18.1349 0.00411987 0.00350952
18.3322 0.00260925 0.00280762
18.5298 0.00212097 0.0032196
18.7269 0.00271606 0.00311279
18.9222 0.00271606 0.00421143
19.1162 0.00260925 0.00411987
19.3098 0.00280762 0.00460815
19.5035 0.00212097 0.0038147
19.6974 0.00221252 0.00440979
19.8911 0.0012207 0.00440979
20.0851 0.0012207 0.00401306
20.2791 0.00201416 0.00440979
20.474 0.00231934 0.00341797
